id,years_experience,technical_skills,num_skills,previous_domains,preferred_role,current_salary,education_level,has_certifications,location_preference,last_job_duration,it_state
4643,2.7,"Linux,JavaScript,SQL,Go",4,"Mobile Development,Machine Learning",Full Stack Developer,99798,Masters,True,On-site,3.8,Massachusetts
4644,5.1,"Azure,Node.js,Git,JavaScript",4,Data Science,Cloud Architect,125959,Bachelors,True,Remote,1.6,Virginia
4645,4.4,"Docker,Kubernetes,Git,REST API,Python",5,"Data Science,Mobile Development,Network Engineering",Full Stack Developer,108444,Masters,False,Hybrid,3.8,Oregon
4646,2.9,"SQL,MongoDB,React",3,"Web Development,Systems Architecture",Full Stack Developer,103191,Masters,False,Remote,3.5,Texas
4647,5.8,"Linux,AWS,Java,React,Python,SQL,JavaScript",7,"Machine Learning,Mobile Development",Data Scientist,154503,Bachelors,True,On-site,3.8,North Carolina
4648,4.7,"Git,REST API,Python,TensorFlow,Microservices,Java,Kubernetes,Docker",8,"Data Science,Network Engineering,Web Development",ML Engineer,137891,Bachelors,True,On-site,1.1,New York
4649,5.1,"Node.js,Python,MongoDB,Java,REST API,SQL",6,Machine Learning,Security Analyst,139335,Bachelors,True,Hybrid,1.3,Texas
4650,6.6,"C++,React,JavaScript,AWS,Git",5,"Web Development,Machine Learning,DevOps",Network Administrator,152373,Masters,True,Hybrid,2.7,Arizona
4651,4.5,"REST API,MongoDB,TensorFlow,Ruby,Docker,Azure,Node.js,Kubernetes",8,"Network Engineering,Web Development",Software Engineer,128865,Bachelors,False,Hybrid,4.0,Texas
4652,4.6,"PyTorch,Node.js,React,AWS",4,"Mobile Development,Cloud Computing",Systems Engineer,107134,Bachelors,True,On-site,2.5,North Carolina
4653,4.8,"Java,Git,Azure,Microservices,Docker",5,Machine Learning,ML Engineer,131362,Bachelors,True,On-site,2.6,Illinois
4654,4.9,"PyTorch,Ruby,Node.js,React,SQL,Python",6,"Web Development,Cloud Computing,Data Science",Full Stack Developer,127436,Masters,True,Hybrid,2.8,Illinois
4655,7.1,"Node.js,SQL,JavaScript,Java,Ruby,REST API,AWS,PyTorch",8,"Web Development,DevOps,Security",DevOps Engineer,158638,Masters,True,On-site,3.5,Colorado
4656,2.9,"JavaScript,REST API,Docker,Node.js,C++",5,"Data Science,DevOps",Security Analyst,96118,Masters,True,Hybrid,3.7,Illinois
4657,2.5,"Azure,React,REST API,AWS,Docker,Ruby,Git",7,Machine Learning,Software Engineer,104516,Bachelors,True,Hybrid,1.3,New York
4658,5.8,"Kubernetes,Java,React,SQL,Python",5,"Systems Architecture,Database Administration",Software Engineer,121765,Bachelors,False,Remote,1.8,California
4659,5.1,"REST API,Java,React,Azure,Git,Node.js",6,"Network Engineering,Mobile Development",Cloud Architect,141785,Masters,False,Hybrid,2.6,Colorado
4660,7.2,"Python,Go,AWS,Git,SQL,Kubernetes,Linux,Java",8,"Mobile Development,Cloud Computing,Systems Architecture",Systems Engineer,168750,Masters,True,Hybrid,1.2,Florida
4661,2.7,"Azure,JavaScript,Docker,AWS,React,Java,REST API,PyTorch",8,"Machine Learning,DevOps",Software Engineer,110006,Bachelors,False,Hybrid,1.3,North Carolina
4662,6.2,"Git,SQL,Azure,MongoDB,React",5,Mobile Development,ML Engineer,142922,Bachelors,True,Hybrid,3.9,Illinois
4663,7.1,"MongoDB,REST API,AWS,JavaScript,Azure,C++,SQL,Docker",8,Web Development,Systems Engineer,146797,Bachelors,True,Hybrid,1.6,Utah
4664,3.7,"JavaScript,MongoDB,PyTorch,Python",4,"Network Engineering,Data Science,DevOps",DevOps Engineer,102487,Masters,True,Hybrid,4.0,Utah
4665,7.6,"Node.js,Python,JavaScript,Azure,Java,AWS",6,"Data Science,Machine Learning,Cloud Computing",Full Stack Developer,152911,Bachelors,False,Hybrid,3.4,Utah
4666,6.6,"Python,Linux,Docker,Go",4,"Web Development,Machine Learning",Data Scientist,127773,Bachelors,False,Remote,2.0,Illinois
4667,6.3,"Git,JavaScript,Python,Java,Node.js,REST API",6,"Cloud Computing,Mobile Development,Database Administration",Network Administrator,149316,Bachelors,True,Remote,2.9,Illinois
4668,4.6,"Docker,React,Linux,Python,TensorFlow,Kubernetes",6,"Web Development,Cloud Computing,Data Science",Software Engineer,128296,Bachelors,True,On-site,1.1,Georgia
4669,5.4,"Kubernetes,React,Docker,AWS,JavaScript,TensorFlow,Java,C++",8,"Web Development,Machine Learning,Security",Systems Engineer,156966,Bachelors,True,Remote,3.0,Florida
4670,2.5,"Python,MongoDB,AWS,Azure",4,"Web Development,Machine Learning,Data Science",Systems Engineer,88415,Bachelors,True,Remote,1.1,Oregon
4671,3.8,"JavaScript,AWS,Docker,React,SQL,Azure,Python,REST API",8,"Data Science,Web Development",Database Administrator,125258,Masters,True,Remote,2.7,Texas
4672,2.9,"Git,C++,REST API,Python,SQL,JavaScript",6,"Cloud Computing,Mobile Development",Software Engineer,116019,Bachelors,False,Remote,1.8,Arizona
4673,2.6,"Go,Node.js,Python,AWS",4,"Cloud Computing,Web Development",Software Engineer,99108,Masters,True,Hybrid,3.3,Colorado
4674,4.8,"Java,C++,Kubernetes,Microservices,Go,React",6,"Mobile Development,Machine Learning,Database Administration",Software Engineer,117876,Bachelors,True,Remote,1.7,Utah
4675,4.9,"React,REST API,C++",3,"Cloud Computing,Machine Learning",Full Stack Developer,107159,Masters,False,On-site,1.1,Illinois
4676,4.0,"Git,REST API,SQL",3,"Security,Cloud Computing,Mobile Development",Full Stack Developer,108974,Bachelors,False,Remote,1.7,Illinois
4677,4.1,"Docker,Node.js,Linux",3,Mobile Development,Security Analyst,116377,Bachelors,True,Hybrid,1.1,Florida
4678,2.9,"AWS,SQL,TensorFlow,Linux",4,Web Development,Full Stack Developer,101442,Bachelors,False,On-site,3.8,Oregon
4679,7.8,"Docker,AWS,Git,Node.js,PyTorch,JavaScript,Microservices,MongoDB",8,"DevOps,Data Science",Full Stack Developer,161493,Bachelors,False,Remote,2.9,Virginia
4680,3.9,"Docker,Python,AWS,TensorFlow,Java",5,"Mobile Development,Systems Architecture",Security Analyst,121675,Masters,False,Remote,2.9,Arizona
4681,7.9,"SQL,Azure,Linux,Git,Go,React",6,"Cloud Computing,Web Development,DevOps",Software Engineer,164829,Masters,True,Hybrid,3.4,Virginia
4682,4.2,"Python,React,Git,Ruby,Docker,Java,Microservices,Linux",8,Security,ML Engineer,136182,Masters,True,Remote,3.0,Massachusetts
4683,6.0,"Kubernetes,REST API,Java,Node.js,AWS,SQL,C++",7,Cloud Computing,Systems Engineer,139741,Masters,True,Hybrid,3.7,Virginia
4684,4.7,"SQL,Java,AWS,C++,Python,Linux,REST API,Kubernetes",8,Web Development,Full Stack Developer,125510,Bachelors,False,Remote,1.7,Georgia
4685,7.7,"Java,Azure,C++,TensorFlow,Python,Node.js,Go",7,"Network Engineering,Cloud Computing,Data Science",ML Engineer,146870,Masters,True,Hybrid,2.7,New York
4686,4.6,"JavaScript,MongoDB,Linux,Kubernetes,SQL",5,Cloud Computing,Database Administrator,111020,Masters,True,Remote,2.4,New York
4687,2.9,"Python,TensorFlow,Git,AWS,Node.js,Go,Docker,Java",8,Security,ML Engineer,119283,Bachelors,True,On-site,2.0,Oregon
4688,2.8,"Microservices,JavaScript,Azure,Git,AWS,C++,SQL,Go",8,"Cloud Computing,Web Development,Machine Learning",Full Stack Developer,115790,Bachelors,False,Hybrid,3.5,Massachusetts
4689,5.0,"Kubernetes,REST API,C++,Python,SQL",5,Cloud Computing,Data Scientist,121014,Masters,True,On-site,2.0,Texas
4690,4.2,"Python,JavaScript,Node.js,C++,REST API,Kubernetes,React",7,"Machine Learning,Cloud Computing,Database Administration",Full Stack Developer,117231,Bachelors,False,On-site,2.6,Arizona
4691,2.8,"JavaScript,Docker,Linux,AWS",4,"Web Development,Database Administration",Systems Engineer,102024,Bachelors,True,Hybrid,2.5,Illinois
4692,6.2,"Java,Go,SQL",3,"Web Development,Network Engineering,Security",Software Engineer,117670,Masters,True,On-site,2.0,Massachusetts
4693,6.6,"Azure,Docker,AWS,Git,Java,Go,React",7,"Security,Web Development,Data Science",Software Engineer,147143,Bachelors,True,Hybrid,3.8,Massachusetts
4694,3.8,"Kubernetes,Node.js,SQL,Git,React,Python",6,"Systems Architecture,Cloud Computing",DevOps Engineer,110456,Masters,True,Hybrid,2.4,Texas
4695,3.6,"Python,Java,Linux,JavaScript,SQL",5,Data Science,Full Stack Developer,121056,Bachelors,True,Hybrid,2.2,Colorado
4696,6.6,"Git,REST API,SQL,Kubernetes,MongoDB,Python,Ruby,AWS",8,"DevOps,Web Development,Database Administration",Software Engineer,144114,Bachelors,True,Remote,1.3,Texas
4697,7.4,"TensorFlow,Go,SQL,JavaScript,Linux",5,"Cloud Computing,DevOps,Mobile Development",Security Analyst,149443,Bachelors,True,On-site,2.6,New York
4698,3.6,"Python,Java,Git,React,SQL,Docker",6,Security,Data Scientist,106873,Masters,True,On-site,1.1,California
4699,7.2,"Linux,REST API,Go",3,Mobile Development,ML Engineer,128655,Bachelors,True,On-site,1.5,Utah
4700,2.8,"JavaScript,SQL,Git,Microservices,Go,Kubernetes",6,"Cloud Computing,Web Development,Network Engineering",Systems Engineer,101734,Bachelors,True,Remote,3.3,Massachusetts
4701,3.8,"Git,React,Kubernetes,JavaScript,PyTorch",5,Cloud Computing,Network Administrator,113587,Bachelors,True,On-site,3.8,Illinois
4702,5.1,"Ruby,Linux,AWS,Git,Microservices,TensorFlow",6,Web Development,Software Engineer,134615,Masters,True,Remote,1.1,Florida
4703,6.4,"MongoDB,JavaScript,AWS,Microservices,Kubernetes,Python",6,"Security,Cloud Computing,Web Development",DevOps Engineer,144247,Bachelors,False,On-site,3.8,Georgia
4704,4.7,"Azure,Git,JavaScript,React,Node.js,AWS,Go",7,"Cloud Computing,Security,Mobile Development",Database Administrator,136047,Masters,False,Hybrid,2.8,Oregon
4705,7.2,"Git,JavaScript,SQL,Python,Node.js,Microservices",6,"Web Development,Network Engineering",Software Engineer,149164,Masters,True,Remote,2.0,Virginia
4706,3.4,"JavaScript,Git,REST API,Go,React,SQL,Azure,Java",8,"Cloud Computing,Web Development,Network Engineering",Security Analyst,134022,Masters,False,Hybrid,1.4,New York
4707,2.7,"Docker,Git,TensorFlow,Ruby,Go,C++,REST API",7,DevOps,Systems Engineer,105512,Bachelors,True,On-site,2.0,Illinois
4708,4.1,"AWS,Git,REST API,Azure",4,"Security,Web Development,Mobile Development",Data Scientist,115926,Masters,False,Hybrid,1.4,North Carolina
4709,3.4,"SQL,Python,Microservices,Go,C++,Azure",6,Web Development,Cloud Architect,123760,Bachelors,False,Hybrid,3.1,New York
4710,6.7,"Docker,MongoDB,Go,REST API,Git,Python",6,Mobile Development,Data Scientist,152926,Bachelors,True,On-site,3.4,Oregon
4711,4.9,"Go,Microservices,C++,TensorFlow,Kubernetes",5,Web Development,Software Engineer,124343,Bachelors,False,On-site,1.2,Georgia
4712,6.9,"Java,MongoDB,REST API,AWS,SQL",5,"Web Development,Systems Architecture,Cloud Computing",ML Engineer,139380,Bachelors,True,Hybrid,2.1,Oregon
4713,7.0,"Java,Go,SQL,REST API,Python,Kubernetes",6,"Database Administration,Cloud Computing,Network Engineering",Full Stack Developer,148037,Bachelors,False,Hybrid,1.2,Illinois
4714,7.7,"SQL,JavaScript,Node.js,C++,MongoDB",5,DevOps,DevOps Engineer,161016,Bachelors,False,Hybrid,2.0,Oregon
4715,2.2,"JavaScript,MongoDB,SQL,TensorFlow,AWS",5,Network Engineering,DevOps Engineer,105293,Masters,True,Remote,3.7,California
4716,2.9,"SQL,Node.js,Java,Azure,Microservices,Git,Python,REST API",8,"Systems Architecture,Database Administration",Database Administrator,111285,Bachelors,True,Hybrid,2.8,Georgia
4717,8.0,"Go,MongoDB,Python",3,"Web Development,Mobile Development",Software Engineer,135768,Bachelors,True,Hybrid,1.9,Illinois
4718,7.0,"Git,TensorFlow,Node.js,AWS,JavaScript,Python,Java,SQL",8,"Systems Architecture,DevOps",Data Scientist,145201,Bachelors,True,Hybrid,1.2,Illinois
4719,4.0,"SQL,REST API,React,MongoDB",4,"Database Administration,Cloud Computing,Web Development",Full Stack Developer,118583,Masters,True,Hybrid,2.7,New York
4720,2.3,"Docker,React,REST API",3,"Mobile Development,DevOps,Machine Learning",DevOps Engineer,85447,Masters,True,Remote,3.3,Utah
4721,3.7,"Microservices,Node.js,JavaScript,SQL,Azure,Python,Git,Java",8,"Data Science,Machine Learning,Network Engineering",Software Engineer,119845,Bachelors,True,Hybrid,1.3,Massachusetts
4722,5.1,"Linux,REST API,C++,SQL,Python,Java,TensorFlow,Azure",8,"Web Development,DevOps,Cloud Computing",DevOps Engineer,127411,Masters,False,Hybrid,1.7,Illinois
4723,7.9,"Node.js,AWS,TensorFlow,Java,Azure,SQL,Linux",7,"Web Development,Cloud Computing,Security",Network Administrator,154849,Bachelors,False,Hybrid,3.3,California
4724,3.7,"Azure,AWS,REST API,Linux,MongoDB,SQL",6,"Machine Learning,Network Engineering,Cloud Computing",Database Administrator,110500,Masters,False,Hybrid,2.9,Massachusetts
4725,6.5,"MongoDB,JavaScript,Azure",3,Systems Architecture,ML Engineer,118678,Bachelors,False,Remote,1.4,Georgia
4726,4.5,"C++,MongoDB,JavaScript",3,"Security,Web Development",Security Analyst,112199,Masters,False,Hybrid,2.3,Washington
4727,3.7,"Python,Git,TensorFlow,SQL,Linux,AWS,C++",7,"Web Development,DevOps",Software Engineer,120762,Masters,True,On-site,3.8,Georgia
4728,5.0,"Kubernetes,Docker,Ruby,Linux",4,"Machine Learning,Web Development",Database Administrator,118518,Bachelors,False,Hybrid,2.6,California
4729,5.3,"Java,SQL,Node.js,Python,Docker,AWS,Git,Go",8,"Cloud Computing,Web Development",Software Engineer,148243,Bachelors,True,Remote,2.7,New York
4730,7.6,"TensorFlow,AWS,Azure,Git,REST API,Java,Microservices",7,DevOps,Data Scientist,156737,Masters,True,On-site,1.2,Arizona
4731,3.4,"Linux,Python,Kubernetes,Microservices,JavaScript,C++,SQL",7,"Systems Architecture,Security,Database Administration",Data Scientist,107320,Bachelors,False,Hybrid,3.8,Utah
4732,5.4,"Docker,C++,TensorFlow,SQL,JavaScript,React,Git,Linux",8,"Systems Architecture,Cloud Computing",Full Stack Developer,150517,Bachelors,True,Remote,2.4,New York
4733,7.7,"Microservices,Java,Kubernetes,Python,Azure,SQL",6,Mobile Development,Database Administrator,160667,PhD,True,Hybrid,3.2,Washington
4734,3.7,"TensorFlow,Git,Go,Linux,Python,C++,Docker,Azure",8,"Data Science,Web Development,Cloud Computing",Data Scientist,132701,Bachelors,True,Hybrid,2.3,California
4735,3.1,"Git,React,Linux,MongoDB,REST API,SQL",6,"DevOps,Mobile Development",ML Engineer,105551,Bachelors,True,Remote,2.0,Massachusetts
4736,6.7,"Go,JavaScript,SQL,REST API,C++",5,"Mobile Development,Web Development,Cloud Computing",Software Engineer,134387,Masters,False,Hybrid,2.5,Colorado
4737,7.9,"Java,Git,Azure,TensorFlow",4,"Network Engineering,Mobile Development",Network Administrator,163045,Masters,False,Hybrid,1.2,Texas
4738,6.6,"TensorFlow,Docker,Linux,SQL,Python,Kubernetes",6,"Machine Learning,Web Development,DevOps",Software Engineer,153204,Bachelors,True,Remote,3.2,Colorado
4739,3.5,"AWS,Python,SQL,Ruby",4,"Web Development,DevOps,Machine Learning",Systems Engineer,96845,Bachelors,True,Hybrid,2.3,Virginia
4740,3.9,"REST API,Git,AWS,Microservices,Kubernetes",5,"Data Science,Mobile Development",Software Engineer,115110,Masters,True,Hybrid,3.2,Virginia
4741,7.5,"MongoDB,Git,Docker,Go",4,"Web Development,Cloud Computing",Database Administrator,156256,Bachelors,True,Remote,1.3,Florida
4742,2.6,"SQL,Linux,MongoDB",3,"Network Engineering,Cloud Computing,Web Development",Data Scientist,89672,Bachelors,True,On-site,1.9,Washington
4743,3.7,"Ruby,Git,Linux",3,"Web Development,Network Engineering,Data Science",Full Stack Developer,95983,Masters,False,Remote,2.1,Georgia
4744,5.3,"Docker,Microservices,REST API,SQL,JavaScript,MongoDB,TensorFlow",7,Data Science,Data Scientist,130179,Masters,False,Hybrid,1.4,North Carolina
4745,3.3,"Docker,TensorFlow,React,Ruby,Python,C++,Microservices",7,"Network Engineering,Web Development,Cloud Computing",ML Engineer,111250,Bachelors,True,Hybrid,2.1,Texas
4746,7.9,"Git,C++,AWS,MongoDB,Kubernetes,Python",6,Cloud Computing,Software Engineer,150939,Masters,True,Hybrid,2.4,Utah
4747,6.2,"Git,JavaScript,SQL,REST API,Linux,Microservices,AWS,Node.js",8,"Data Science,Cloud Computing,Web Development",ML Engineer,155844,Bachelors,True,Remote,1.1,Arizona
4748,6.8,"JavaScript,Git,Kubernetes,Python,Go,AWS,React,MongoDB",8,"Systems Architecture,Machine Learning",Software Engineer,172824,Bachelors,True,Hybrid,2.9,Massachusetts
4749,7.7,"JavaScript,Microservices,Linux,React,C++,Node.js,Java,SQL",8,"Systems Architecture,Cloud Computing,Database Administration",Security Analyst,165259,Bachelors,True,Hybrid,2.3,Massachusetts
4750,3.4,"Git,C++,Java,Linux,REST API,Python,React,JavaScript",8,Machine Learning,Software Engineer,134973,Masters,False,Hybrid,1.0,Florida
4751,5.6,"Git,SQL,Linux,PyTorch,Node.js",5,"Web Development,Mobile Development,Machine Learning",Software Engineer,135239,Bachelors,True,Hybrid,1.4,Florida
4752,7.4,"SQL,Linux,JavaScript,Python,Kubernetes",5,"Machine Learning,Mobile Development,Network Engineering",ML Engineer,155909,Bachelors,False,Remote,3.8,Washington
4753,4.5,"Kubernetes,SQL,REST API",3,Systems Architecture,Network Administrator,100913,Masters,True,Remote,3.3,Oregon
4754,2.3,"Go,Kubernetes,Java",3,"Security,DevOps,Data Science",DevOps Engineer,96505,Bachelors,False,Hybrid,3.6,Massachusetts
4755,4.0,"C++,Docker,React,PyTorch,SQL",5,"Web Development,Cloud Computing,Security",Security Analyst,121399,Masters,True,Hybrid,3.8,Washington
4756,5.4,"Docker,Ruby,SQL,JavaScript,REST API,Kubernetes,Azure",7,Database Administration,Systems Engineer,144097,Masters,True,Hybrid,2.2,Georgia
4757,3.8,"SQL,Python,Azure",3,"Network Engineering,Database Administration,Cloud Computing",Systems Engineer,99097,Bachelors,True,On-site,3.6,Massachusetts
4758,4.1,"Node.js,SQL,Azure",3,"Cloud Computing,Machine Learning",Full Stack Developer,96484,Masters,True,Hybrid,1.9,Massachusetts
4759,4.7,"Java,REST API,MongoDB,Go,Microservices,React,Docker,SQL",8,"Web Development,Security",Systems Engineer,127624,Bachelors,True,On-site,3.6,New York
4760,7.9,"Go,Azure,Linux,Microservices,SQL,Git,PyTorch,Docker",8,"Data Science,Mobile Development,Cloud Computing",Software Engineer,164679,Bachelors,True,Remote,3.8,New York
4761,4.5,"Git,Python,C++,Go,JavaScript",5,"Systems Architecture,Machine Learning,Cloud Computing",Cloud Architect,110929,Masters,True,Hybrid,2.6,Virginia
4762,5.3,"C++,Python,AWS,REST API,SQL,Azure,Go",7,"Cloud Computing,Web Development",Software Engineer,151244,Bachelors,False,Hybrid,2.7,Arizona
4763,2.2,"AWS,React,REST API,Python",4,"Database Administration,Cloud Computing,DevOps",Data Scientist,98099,Bachelors,False,Remote,3.3,Florida
4764,5.9,"React,AWS,Git,Docker,Azure,TensorFlow",6,"Web Development,Systems Architecture,Data Science",Full Stack Developer,136398,Bachelors,True,Hybrid,3.8,California
4765,2.1,"Python,AWS,JavaScript",3,"DevOps,Database Administration,Cloud Computing",Network Administrator,79245,Masters,True,On-site,3.1,New York
4766,5.9,"Git,REST API,Python,Docker,Microservices,Kubernetes,Ruby,Linux",8,"DevOps,Mobile Development",Cloud Architect,160298,Bachelors,True,Remote,3.2,Utah
4767,5.7,"AWS,Kubernetes,Git,Node.js,Python,Docker,JavaScript,Microservices",8,"Web Development,Machine Learning,Database Administration",ML Engineer,147394,Bachelors,True,Remote,3.6,Arizona
4768,3.3,"JavaScript,Git,SQL,PyTorch,React,Azure,Microservices,REST API",8,"Security,Web Development",Software Engineer,115015,Masters,True,Remote,2.8,California
4769,6.3,"TensorFlow,Azure,Microservices,AWS,Python",5,"Database Administration,Web Development,Cloud Computing",Network Administrator,131104,Masters,True,On-site,3.6,New York
4770,3.3,"Linux,React,AWS,Docker,Java,SQL",6,"Data Science,Mobile Development,Security",Network Administrator,106387,Masters,False,Remote,3.7,Florida
4771,3.0,"Docker,C++,Go,Java,React",5,"Web Development,Mobile Development",Data Scientist,113660,Masters,True,Hybrid,2.1,Florida
4772,7.0,"SQL,Ruby,AWS,Go,JavaScript",5,DevOps,Database Administrator,157023,Masters,True,Remote,2.1,Georgia
4773,3.0,"Node.js,REST API,Java",3,"Network Engineering,Security,DevOps",Software Engineer,99798,Bachelors,True,Hybrid,1.2,Florida
4774,3.5,"Azure,C++,React",3,Database Administration,Full Stack Developer,91441,Bachelors,True,Remote,3.7,Washington
4775,6.2,"Git,MongoDB,Python,Ruby,React,Docker,Java",7,"Cloud Computing,Web Development,Network Engineering",Software Engineer,158835,Bachelors,False,Hybrid,4.0,Virginia
4776,8.0,"Python,Docker,Java,PyTorch,Azure,REST API",6,Cloud Computing,Full Stack Developer,170045,Bachelors,True,Hybrid,1.4,Arizona
4777,4.4,"SQL,JavaScript,Java,Kubernetes",4,"DevOps,Machine Learning",ML Engineer,119523,PhD,True,Hybrid,1.8,Utah
4778,7.8,"React,Python,Node.js,AWS,Go,Java",6,"Mobile Development,Web Development,Security",ML Engineer,143956,Bachelors,True,Remote,3.1,Illinois
4779,6.0,"Azure,PyTorch,TensorFlow",3,"Cloud Computing,Database Administration,Systems Architecture",Full Stack Developer,131668,Masters,True,Hybrid,3.4,Georgia
4780,3.8,"Node.js,JavaScript,Linux,Docker,Java,Git,REST API",7,"Security,Mobile Development,Web Development",DevOps Engineer,113875,Bachelors,False,Hybrid,2.5,Georgia
4781,6.5,"Kubernetes,REST API,Java",3,"Cloud Computing,DevOps",Full Stack Developer,119514,Bachelors,False,Hybrid,1.7,California
4782,6.9,"Azure,Go,REST API,Linux,JavaScript,Docker,Ruby",7,"Cloud Computing,Web Development,DevOps",Cloud Architect,156405,Masters,True,On-site,3.8,Utah
4783,7.4,"Azure,Java,Git,AWS,SQL,Microservices",6,"Data Science,Web Development",Full Stack Developer,148861,Bachelors,False,On-site,1.2,Virginia
4784,3.6,"TensorFlow,PyTorch,REST API,Java",4,"Systems Architecture,Web Development",Data Scientist,115852,Bachelors,True,On-site,2.6,Massachusetts
4785,6.8,"Microservices,Java,MongoDB,AWS",4,"Mobile Development,DevOps",Data Scientist,129255,Bachelors,True,Remote,3.4,Illinois
4786,2.3,"React,Docker,Git,AWS,SQL",5,Data Science,Software Engineer,107620,Bachelors,True,Remote,2.6,Illinois
4787,3.3,"MongoDB,Go,Python,SQL,Azure",5,"Systems Architecture,Database Administration",Security Analyst,115911,Bachelors,True,Remote,2.9,California
4788,3.0,"TensorFlow,JavaScript,Go,Linux,C++,Git,SQL",7,"Data Science,Cloud Computing,Web Development",Full Stack Developer,119203,Masters,True,Hybrid,1.7,Georgia
4789,6.1,"SQL,Python,Node.js,JavaScript,PyTorch,Linux,Java,TensorFlow",8,"Web Development,Systems Architecture",Software Engineer,157009,Bachelors,True,On-site,2.3,Arizona
4790,2.4,"Azure,JavaScript,SQL",3,"Data Science,Cloud Computing",ML Engineer,95842,Masters,True,Remote,1.1,Arizona
4791,5.3,"Linux,SQL,AWS,Git,JavaScript,PyTorch",6,"Network Engineering,DevOps,Web Development",ML Engineer,142848,Bachelors,False,Hybrid,3.7,Massachusetts
4792,3.7,"TensorFlow,Kubernetes,Azure,Docker,SQL,Git,Node.js,C++",8,"Web Development,Machine Learning,Cloud Computing",DevOps Engineer,139004,Bachelors,True,Remote,3.3,California
4793,7.6,"Kubernetes,Linux,Azure,React",4,Data Science,Software Engineer,150623,Bachelors,False,Hybrid,3.7,California
4794,7.8,"Git,JavaScript,MongoDB,Python,Java,Node.js",6,Web Development,Security Analyst,170478,Bachelors,False,Remote,2.9,Arizona
4795,3.5,"Java,Microservices,Docker",3,Mobile Development,Software Engineer,98708,Masters,True,Hybrid,3.7,Illinois
4796,6.3,"Python,JavaScript,AWS,Ruby,Node.js",5,Data Science,Full Stack Developer,137401,Bachelors,True,Hybrid,1.1,Illinois
4797,4.5,"AWS,Microservices,Kubernetes,SQL,Azure",5,Systems Architecture,Data Scientist,122549,Bachelors,True,Remote,3.5,Colorado
4798,6.6,"REST API,Node.js,JavaScript,Azure,C++",5,Data Science,Security Analyst,145077,Masters,False,Hybrid,3.5,New York
4799,7.3,"JavaScript,React,Azure,Docker,Git,Python",6,"DevOps,Mobile Development",Data Scientist,167596,Bachelors,False,On-site,2.8,North Carolina
4800,4.5,"React,Python,Docker,SQL,Linux,AWS,C++,REST API",8,"Cloud Computing,Database Administration,Web Development",Network Administrator,140077,PhD,True,Remote,1.1,Washington
4801,4.0,"Microservices,React,SQL",3,"Web Development,DevOps",Security Analyst,100682,Masters,True,Remote,2.1,Texas
4802,4.4,"MongoDB,Python,C++",3,"Web Development,Mobile Development",Network Administrator,108175,PhD,True,Hybrid,2.8,Texas
4803,2.1,"AWS,Azure,Microservices,Docker,SQL",5,Web Development,DevOps Engineer,101194,Bachelors,True,Hybrid,3.8,Arizona
4804,4.4,"SQL,Git,Python,JavaScript,TensorFlow,React",6,"DevOps,Web Development,Security",Software Engineer,120689,Bachelors,True,Hybrid,1.2,New York
4805,4.7,"Python,React,Java,Azure,Kubernetes,Docker,MongoDB,Node.js",8,Web Development,Network Administrator,133864,Masters,False,On-site,3.6,Washington
4806,6.6,"Git,AWS,REST API,Java,Linux,Docker,SQL",7,"Systems Architecture,Cloud Computing,DevOps",Data Scientist,137313,Bachelors,False,Hybrid,3.6,Texas
4807,5.4,"Python,Node.js,Linux,C++",4,Web Development,DevOps Engineer,122379,Bachelors,True,Hybrid,3.3,Georgia
4808,6.7,"React,MongoDB,JavaScript,Git",4,"DevOps,Network Engineering",Full Stack Developer,147449,PhD,False,Hybrid,1.7,Utah
4809,2.2,"Git,AWS,Microservices,REST API,Linux,SQL,Java,TensorFlow",8,"Cloud Computing,Database Administration",Security Analyst,120455,Masters,False,Remote,3.1,California
4810,3.7,"Git,C++,JavaScript,Go,Linux,SQL,Java,TensorFlow",8,"Web Development,Mobile Development,Database Administration",Full Stack Developer,125046,Bachelors,False,Hybrid,2.5,Arizona
4811,2.8,"SQL,REST API,Java,JavaScript,MongoDB",5,Machine Learning,Network Administrator,102284,Masters,True,On-site,2.4,Massachusetts
4812,3.8,"Java,Python,Ruby,JavaScript,SQL",5,Network Engineering,Data Scientist,118694,Bachelors,False,Remote,3.3,Colorado
4813,2.4,"C++,Git,JavaScript",3,"Security,DevOps,Data Science",Software Engineer,91302,Bachelors,True,Remote,4.0,Georgia
4814,5.1,"JavaScript,TensorFlow,MongoDB,Go,Java",5,"Web Development,Cloud Computing",DevOps Engineer,134974,Masters,True,On-site,1.6,Colorado
4815,7.3,"Linux,SQL,Microservices,Git,React,AWS,Java,Python",8,"Cloud Computing,Web Development",Data Scientist,164333,Bachelors,True,Remote,1.2,Texas
4816,7.0,"React,JavaScript,SQL,Microservices,Node.js,C++",6,"Mobile Development,Security,Data Science",Full Stack Developer,160533,Masters,True,Remote,2.4,Virginia
4817,6.5,"JavaScript,React,Microservices,Python,REST API,C++,MongoDB,Java",8,"Security,Network Engineering,Web Development",Data Scientist,148465,Bachelors,True,Hybrid,1.1,Colorado
4818,4.5,"SQL,AWS,React,Microservices",4,Web Development,Full Stack Developer,118178,Bachelors,True,Hybrid,3.1,Oregon
4819,7.7,"Microservices,Azure,AWS,MongoDB",4,Mobile Development,Security Analyst,157724,Bachelors,False,Remote,2.2,Arizona
